Symbol,Sector,Company_Name,Price,Price_Change_1d,Price_Change_3d,Price_Change_5d,Vol_Expansion,Turn_Expansion,Curr_Delivery,Avg_Delivery,Delivery_Change,RS_Score,Accumulation_Score,Market_Cap,Is_SME,Bucket,Dist_From_High,High_52w
ITCHOTELS,,,170.9199981689453,6.07583503348922,8.376127634719447,10.950986551762359,6.9955531974316685,7.55242590801674,58.39,55.126,3.264000000000003,91.57333333333332,87.57866666666668,35602.2288384,False,Neutral / Other,32.466874055635216,253.09060668945312
SIMPLEXINF,,Simplex Infrastructures Limited,274.8500061035156,-2.5354588285405586,-1.097512723985466,6.758591210511181,4.202736025122882,4.1466119872200995,63.17,59.205999999999996,3.9640000000000057,80.05333333333333,86.31733333333334,2173.935616,False,BUCKET A,13.921072154338477,319.29998779296875
RITCO,,Ritco Logistics Limited,274.6499938964844,6.185965736540261,8.066102888969436,9.096323295525075,11.257608675168461,12.082260599177104,51.43,49.410000000000004,2.019999999999996,87.83999999999999,86.18933333333334,781.9424768,False,Neutral / Other,11.645491875903758,310.8500061035156
ALLCARGO,,Allcargo Logistics Limited,8.670000076293945,-4.725277880772289,-4.304639351653073,-2.5842646302754533,10.980362210420578,10.484633368490663,75.35,54.44,20.909999999999997,7.786666666666667,86.168,1298.5739264,False,Neutral / Other,77.20220785015171,38.02999877929688
HPIL,,Hindprakash Industries Limited,129.94000244140625,2.3149625522883857,2.8331764907900845,2.3149625522883857,5.226344452008169,5.370986621741811,91.27,80.906,10.36399999999999,49.120000000000005,85.94399999999999,148.4448896,False,Neutral / Other,16.6570461232146,155.91000366210938
MANOMAY,,Manomay Tex India Limited,194.19000244140625,2.8058674725414097,6.609941777853788,0.4292520833857634,3.16236075922056,3.309557373812617,40.33,25.82,14.509999999999998,29.12,85.708,350.4883968,False,Neutral / Other,24.912997406324415,258.6199951171875
SBFC,,SBFC Finance Limited,95.4000015258789,3.752044254638399,2.206990860092887,5.309642766787953,4.939388905826554,5.118015555271801,59.7,55.098,4.602000000000004,72.10666666666667,85.55066666666667,10556.9378304,False,Neutral / Other,19.84540059098002,119.0199966430664
BHARTIARTL,,Bharti Airtel Limited,1910.800048828125,1.9202047718369968,3.119268690130869,4.844995820473251,2.735864550640513,2.8199600176137056,77.05,64.762,12.287999999999997,69.92,85.54483238443626,1163958.4718848,False,BUCKET A,11.647473437415865,2162.699951171875
SPLPETRO,Specialty Chemicals,Supreme Petrochem Limited,750.25,3.9559356117592426,6.645344705046198,6.858001152026662,5.603279430113888,5.936730567662414,54.63,52.40599999999999,2.224000000000011,80.58666666666666,85.23733333333334,14107.8020096,False,Neutral / Other,14.411871340016797,876.5818481445312
AMBER,,Amber Enterprises India Limited,7889.0,-0.9603916891595004,1.005057294667435,6.320754716981132,3.9718710372467014,4.05836768075864,28.15,25.607999999999997,2.5420000000000016,78.13333333333333,85.08133333333333,27822.7419136,False,BUCKET A,10.783149561775517,8842.5
TTKHLTCARE,,TTK Healthcare Limited,929.4000244140624,5.213114858307353,5.499745903362896,4.303915284941802,3.6644055367128057,3.833860195525642,56.12,51.010000000000005,5.109999999999992,65.49333333333334,84.89733333333332,1313.2731392,False,Neutral / Other,31.498291471175634,1356.7545166015625
SHRIRAMPPS,,Shriram Properties Limited,91.80999755859376,3.8104873633627747,4.5076825876544655,6.793062992866705,3.6819116988901506,3.8452089565810526,46.36,44.754000000000005,1.6059999999999945,80.26666666666667,84.77733333333333,1566.7779584,False,Neutral / Other,11.380309931638106,103.5999984741211
CBAZAAR,,,4.5,4.651158148692013,8.433732447940587,8.433732447940587,6.25,6.578947221656772,100.0,100.0,0.0,86.34666666666668,84.61866666666667,33.3610912,True,BUCKET B,0.0,4.5
PROTEAN,,Protean eGov Technologies Limited,606.4500122070312,-2.8980827699475413,-4.4433957491874,-1.773568476519458,2.951513242159375,2.8624602621101425,69.22,47.666,21.554000000000002,11.306666666666667,84.56065556691546,2463.4722304,False,Neutral / Other,35.63981245265408,942.2750854492188
UPL,,UPL Limited,608.6500244140625,-0.3519913919243532,-1.0888033538142734,-0.23765796261218877,3.643161421878976,3.6142275426014296,75.35,61.117999999999995,14.232,21.813333333333336,84.42666666666668,51448.2208768,False,Neutral / Other,24.424158084659368,805.3499755859375
AHLADA,,Ahlada Engineers Limited,40.540000915527344,1.5785544237632607,-1.3145104465869977,1.527674945378083,3.964444771614708,3.9846483200148337,77.76,68.292,9.468000000000004,40.69333333333333,84.08266666666667,52.3817344,False,Neutral / Other,44.08233368214839,72.49945068359375
